PlayerID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,College,PhotoUrl,Experience,InjuryStatus,FanDuelPlayerID,DraftKingsPlayerID,FanDuelName,DraftKingsName
20001683,Active,30,SAC,10,C,C,Domantas,Sabonis,82,240,5/3/1996 12:00:00 AM,Gonzaga,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/domantas-sabonis-20001683-01d1d9c0.png,7,,59358,850111,Domantas Sabonis,Domantas Sabonis
20001687,Active,10,TOR,19,C,C,Jakob,Poeltl,84,260,10/15/1995 12:00:00 AM,Utah,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jakob-poeltl-20001687-a606514f.png,7,Out,58378,844478,Jakob Poeltl,Jakob Poeltl
20001689,Active,12,CLE,30,C,C,Damian,Jones,82,245,6/30/1995 12:00:00 AM,Vanderbilt,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/damian-jones-20001689-dade4ca0.png,7,,41082,745922,Damian Jones,Damian Jones
20001690,Inactive,,,,F,SF,DeAndre',Bembry,77,210,7/4/1994 12:00:00 AM,Saint Joseph's,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/deandre-bembry-20001690-192eaf92.png,4,,49336,795428,DeAndre' Bembry,DeAndre' Bembry
20001692,Inactive,,,,G,SG,Timothe,Luwawu-Cabarrot,79,215,5/9/1995 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/timothe-luwawu-20001692-416c5ecd.png,4,,70825,920091,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot
20001693,Inactive,,,,F,SF,Denzel,Valentine,76,220,11/16/1993 12:00:00 AM,Michigan State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/denzel-valentine-20001693-292c7de9.png,5,,24546,712595,Denzel Valentine,Denzel Valentine
20001694,Active,28,LAC,40,C,C,Ivica,Zubac,84,240,3/18/1997 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/ivica-zubac-20001694-82bb1268.png,7,,70827,920093,Ivica Zubac,Ivica Zubac
20001697,Inactive,,,,F,PF,Juancho,Hernangomez,81,214,9/28/1995 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/juan-hernangomez-20001697-a25ff6a8.png,6,,70822,920082,Juancho Hernangomez,Juancho Hernangomez
20001698,Inactive,,,,F,PF,Cheick,Diallo,80,219,9/13/1996 12:00:00 AM,Kansas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/cheick-diallo-20001698-26a09723.png,4,,66091,887902,Cheick Diallo,Cheick Diallo
20001701,Active,19,POR,11,G,SG,Malcolm,Brogdon,76,229,12/11/1992 12:00:00 AM,Virginia,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/malcolm-brogdon-20001701-50993597.png,7,Out,16359,601146,Malcolm Brogdon,Malcolm Brogdon
20001706,Inactive,,,,F,SF,Jake,Layman,80,209,3/7/1994 12:00:00 AM,Maryland,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jake-layman-20001706-c55fd2c2.png,6,,23780,698664,Jake Layman,Jake Layman
20001707,Active,12,CLE,3,F,SF,Caris,LeVert,78,205,8/25/1994 12:00:00 AM,Michigan,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/caris-levert-20001707-0cf15d54.png,7,,23798,698991,Caris LeVert,Caris LeVert
20001708,Active,12,CLE,20,F,SF,Georges,Niang,79,230,6/17/1993 12:00:00 AM,Iowa State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/georges-niang-20001708-ea01ca88.png,7,,23156,679381,Georges Niang,Georges Niang
20001710,Active,13,IND,43,F,PF,Pascal,Siakam,80,245,4/2/1994 12:00:00 AM,New Mexico State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/pascal-siakam-20001710-ce94803b.png,7,,60021,853408,Pascal Siakam,Pascal Siakam
20001718,Inactive,,,,G,SG,Tyrone,Wallace,77,198,6/10/1994 12:00:00 AM,California,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tyrone-wallace-20001718-4b7d78e3.png,2,,24186,707852,Tyrone Wallace,Tyrone Wallace
20001721,Inactive,,,,F,SF,Abdel,Nader,77,225,9/25/1993 12:00:00 AM,Iowa State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/abdel-nader-20001721-007b5407.png,3,,19726,610597,Abdel Nader,Abdel Nader
20001722,Inactive,,,,G,SG,Furkan,Korkmaz,79,202,7/24/1997 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/furkan-korkmaz-20001722-8e804d91.png,6,,70826,920092,Furkan Korkmaz,Furkan Korkmaz
20001724,Inactive,,,,F,PF,Petr,Cornelie,83,220,7/26/1996 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/petr-cornelie-20001724-e00ca4c5.png,0,,70833,920099,Petr Cornelie,Petr Cornelie
20001730,Active,26,GS,0,G,PG,Gary,Payton II,74,195,12/1/1992 12:00:00 AM,Oregon State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/gary-payton-20001730-77c174f7.png,7,,58519,846407,Gary Payton,Gary Payton II
20001732,Inactive,,,,G,PG,Yogi,Ferrell,72,178,5/9/1993 12:00:00 AM,Indiana,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/yogi-ferrell-20001732-42ac796c.png,3,,23772,698635,Yogi Ferrell,Yogi Ferrell
20001733,Active,22,HOU,5,G,PG,Fred,VanVleet,72,197,2/25/1994 12:00:00 AM,Wichita State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/fred-vanvleet-20001733-449e0d35.png,7,,24247,707832,Fred VanVleet,Fred VanVleet
20001745,Active,3,ATL,13,G,SG,Bogdan,Bogdanovic,77,225,8/18/1992 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/bogdan-bogdanovic-20001745-02320e20.png,6,,55060,830648,Bogdan Bogdanovic,Bogdan Bogdanovic
20001746,Inactive,,,,G,PG,Ryan,Arcidiacono,75,195,3/26/1994 12:00:00 AM,Villanova,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/ryan-arcidiacono-20001746-e574dcd8.png,6,,23740,697940,Ryan Arcidiacono,Ryan Arcidiacono
20001747,Inactive,,,,F,PF,Danuel,House Jr.,78,220,6/7/1993 12:00:00 AM,Texas A&M,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/danuel-house-20001747-3c8f8db2.png,7,,23294,692110,Danuel House,Danuel House Jr.
20001749,Inactive,,,,G,PG,Tomas,Satoransky,79,210,10/30/1991 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tomas-satoransky-20001749-55afbf3d.png,5,,23097,659772,Tomas Satoransky,Tomas Satoransky
20001757,Active,8,BKN,28,F,PF,Dorian,Finney-Smith,79,220,5/4/1993 12:00:00 AM,Florida,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dorian-finney-smith-20001757-bf42b6b5.png,7,,16376,606701,Dorian Finney-Smith,Dorian Finney-Smith
20001760,Inactive,,,,G,SG,Bryn,Forbes,74,205,7/23/1993 12:00:00 AM,Michigan State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/bryn-forbes-20001760-6b4fc6f6.png,6,,23788,699093,Bryn Forbes,Bryn Forbes
20001762,Inactive,,,,G,SG,Wayne,Selden,77,230,9/30/1994 12:00:00 AM,Kansas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/wayne-selden-20001762-abe45916.png,3,,49115,794506,Wayne Selden,Wayne Selden Jr.
20001766,Inactive,,,,G,PG,Cat,Barber,74,190,7/25/1994 12:00:00 AM,North Carolina State,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,0,,40257,740397,Anthony Barber,Cat Barber
20001767,Inactive,,,,F,SF,Jarrod,Uthoff,81,221,5/19/1993 12:00:00 AM,Iowa,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jarrod-uthoff-20001767-308c7b1e.png,2,,16452,606724,Jarrod Uthoff,Jarrod Uthoff
20001775,Inactive,,,,G,PG,Chasson,Randle,74,185,2/5/1993 12:00:00 AM,Stanford,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/chasson-randle-20001775-b656d256.png,2,,16197,603948,Chasson Randle,Chasson Randle
20001791,Active,29,PHO,10,G,SG,Damion,Lee,78,210,10/21/1992 12:00:00 AM,Louisville,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/damion-lee-20001791-35066999.png,6,Out,18376,609081,Damion Lee,Damion Lee
20001795,Inactive,,,,G,PG,Shaquille,Harrison,76,195,10/6/1993 12:00:00 AM,Tulsa,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/shaquille-harrison-20001795-88bf48e1.png,5,,82744,692654,Shaquille Harrison,Shaquille Harrison
20001796,Active,25,DAL,55,F,SF,Derrick,Jones Jr.,78,210,2/15/1997 12:00:00 AM,UNLV,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/derrick-jones-20001796-abc9f3eb.png,7,,66968,892925,Derrick Jones,Derrick Jones Jr.
20001801,Active,11,CHI,6,G,SG,Alex,Caruso,77,186,2/28/1994 12:00:00 AM,Texas A&M,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/alex-caruso-20001801-2b7087fd.png,6,,23981,697644,Alex Caruso,Alex Caruso
20001820,Inactive,,,,G,SG,David,Nwaba,77,219,1/14/1993 12:00:00 AM,Cal Poly,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/david-nwaba-20001820-bb96761a.png,6,,42733,787141,David Nwaba,David Nwaba
20001822,Inactive,,,,G,SG,Hamidou,Diallo,77,202,7/31/1998 12:00:00 AM,Kentucky,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/hamidou-diallo-20001822-7192cbc8.png,4,,84699,970444,Hamidou Diallo,Hamidou Diallo
20001823,Active,11,CHI,2,G,PG,Lonzo,Ball,78,190,10/27/1997 12:00:00 AM,UCLA,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/lonzo-ball-20001823-78e6742a.png,5,Out,80806,946714,Lonzo Ball,Lonzo Ball
20001824,Active,30,SAC,5,G,PG,De'Aaron,Fox,75,185,12/20/1997 12:00:00 AM,Kentucky,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/deaaron-fox-20001824-40158e83.png,6,,80810,957489,De'Aaron Fox,De'Aaron Fox
20001825,Active,5,ORL,20,G,PG,Markelle,Fultz,76,209,5/29/1998 12:00:00 AM,Washington,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/markelle-fultz-20001825-a2d94a8b.png,6,Questionable,80805,946824,Markelle Fultz,Markelle Fultz
20001826,Active,8,BKN,4,G,PG,Dennis,Smith Jr.,75,205,11/25/1997 12:00:00 AM,North Carolina State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dennis-smith-jr-20001826-033f4f33.png,6,,80814,942015,Dennis Smith,Dennis Smith Jr.
20001827,Active,27,LAL,20,F,PF,Harry,Giles III,82,240,4/22/1998 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/harry-giles-20001827-b7021bd2.png,3,,80819,937650,Harry Giles,Harry Giles III
20001828,Inactive,,,,F,SF,Josh,Jackson,80,207,2/10/1997 12:00:00 AM,Kansas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/josh-jackson-20001828-7185bc22.png,4,,80809,944164,Josh Jackson,Josh Jackson
20001829,Active,9,BOS,0,F,SF,Jayson,Tatum,80,210,3/3/1998 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jayson-tatum-20001829-f92839a2.png,6,,80808,937647,Jayson Tatum,Jayson Tatum
20001830,Active,5,ORL,1,F,PF,Jonathan,Isaac,82,230,10/3/1997 12:00:00 AM,Florida State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jonathan-isaac-20001830-b659ca8f.png,4,,80811,940823,Jonathan Isaac,Jonathan Isaac
20001831,Active,17,UTA,23,F,PF,Lauri,Markkanen,84,240,5/22/1997 12:00:00 AM,Arizona,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/lauri-markkanen-20001831-ad8d9b3e.png,6,Out,80812,949131,Lauri Markkanen,Lauri Markkanen
20001832,Inactive,,,,G,PG,Frank,Ntilikina,76,200,7/28/1998 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/frank-ntilikina-20001832-f2b2f87f.png,6,,80813,1056995,Frank Ntilikina,Frank Ntilikina
20001833,Active,30,SAC,0,G,SG,Malik,Monk,75,200,2/4/1998 12:00:00 AM,Kentucky,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/malik-monk-20001833-8cf153e6.png,6,,80816,957492,Malik Monk,Malik Monk
20001834,Active,24,SA,23,C,C,Zach,Collins,83,250,11/19/1997 12:00:00 AM,Gonzaga,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/zach-collins-20001834-faca9146.png,5,,80815,955887,Zach Collins,Zach Collins
20001835,Active,17,UTA,20,F,PF,John,Collins,81,226,9/23/1997 12:00:00 AM,Wake Forest,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/john-collins-20001835-7037aac1.png,6,,66236,880468,John Collins,John Collins
20001836,Active,4,MIA,13,C,C,Bam,Adebayo,81,255,7/18/1997 12:00:00 AM,Kentucky,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/bam-adebayo-20001836-e25dc140.png,6,,80817,957486,Bam Adebayo,Bam Adebayo
20001837,Active,12,CLE,31,C,C,Jarrett,Allen,81,243,4/21/1998 12:00:00 AM,Texas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jarrett-allen-20001837-a6ac7d91.png,6,,80821,956574,Jarrett Allen,Jarrett Allen
20001838,Active,6,NY,8,F,SF,OG,Anunoby,79,240,7/17/1997 12:00:00 AM,Indiana,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/og-anunoby-20001838-c0bcf21f.png,6,Questionable,68090,900535,OG Anunoby,OG Anunoby
20001839,Inactive,,,,F,PF,T.J.,Leaf,82,222,4/30/1997 12:00:00 AM,UCLA,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tj-leaf-20001839-6d0974c8.png,3,,80818,946720,T.J. Leaf,TJ Leaf
20001840,Active,21,MEM,10,G,SG,Luke,Kennard,77,206,6/24/1996 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/luke-kennard-20001840-0209340c.png,6,,66046,887661,Luke Kennard,Luke Kennard
20001841,Inactive,,,,F,PF,D.J.,Wilson,82,230,2/19/1996 12:00:00 AM,Michigan,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dj-wilson-20001841-a1dc5f6f.png,6,,58295,843997,D.J. Wilson,D.J. Wilson
20001842,Inactive,,,,C,C,Justin,Patton,83,241,6/14/1997 12:00:00 AM,Creighton,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/justin-patton-20001842-cbe4b196.png,4,,66424,880782,Justin Patton,Justin Patton
20001843,Inactive,,,,G,SG,Terrance,Ferguson,78,190,5/17/1998 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/terrance-ferguson-20001843-5fa5bfec.png,3,,80820,1057002,Terrance Ferguson,Terrance Ferguson
20001844,Active,12,CLE,45,G,SG,Donovan,Mitchell,75,215,9/7/1996 12:00:00 AM,Louisville,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/donovan-mitchell-20001844-117879db.png,6,Questionable,66113,879707,Donovan Mitchell,Donovan Mitchell
20001845,Inactive,,,,F,SF,Justin,Jackson,80,220,3/28/1995 12:00:00 AM,North Carolina,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/justin-jackson-20001845-1404f0d4.png,5,,58134,842955,Justin Jackson,Justin Jackson
20001846,Inactive,,,,F,PF,Jordan,Bell,80,216,1/7/1995 12:00:00 AM,Oregon,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jordan-bell-20001846-84a6f1b0.png,4,,40769,743701,Jordan Bell,Jordan Bell
20001847,Inactive,,,,G,PG,Frank,Jackson,75,205,5/4/1998 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/frank-jackson-20001847-0ce114ba.png,3,,80824,937667,Frank Jackson,Frank Jackson
20001848,Inactive,,,,F,SF,Wes,Iwundu,78,195,12/20/1994 12:00:00 AM,Kansas State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/wesley-iwundu-20001848-a39e4f8d.png,3,,48940,793863,Wes Iwundu,Wes Iwundu
20001851,Inactive,,,,C,C,Anzejs,Pasecniks,86,229,12/20/1995 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/anzejs-pasecniks-20001851-870449d5.png,1,,117913,1057003,Anzejs Pasecniks,Anzejs Pasecniks
20001852,Active,4,MIA,31,C,C,Thomas,Bryant,82,255,7/31/1997 12:00:00 AM,Indiana,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/thomas-bryant-20001852-97e1c102.png,6,,67312,896601,Thomas Bryant,Thomas Bryant
20001853,Active,6,NY,3,F,SF,Josh,Hart,76,215,3/6/1995 12:00:00 AM,Villanova,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/josh-hart-20001853-23c11c9f.png,6,,40562,741892,Josh Hart,Josh Hart
20001854,Inactive,,,,F,PF,Caleb,Swanigan,81,260,4/18/1997 12:00:00 AM,Purdue,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/caleb-swanigan-20001854-d0730a52.png,3,,66185,882772,Caleb Swanigan,Caleb Swanigan
20001856,Active,9,BOS,9,G,SG,Derrick,White,76,190,7/2/1994 12:00:00 AM,Colorado,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/derrick-white-20001856-849cf2f9.png,6,,49675,796009,Derrick White,Derrick White
20001857,Inactive,,,,C,C,Tony,Bradley,83,248,1/8/1998 12:00:00 AM,North Carolina,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tony-bradley-20001857-fa01d7b7.png,6,,80823,950065,Tony Bradley,Tony Bradley
20001858,Active,1,WAS,33,F,PF,Kyle,Kuzma,81,221,7/24/1995 12:00:00 AM,Utah,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kyle-kuzma-20001858-d228f872.png,6,,58377,844476,Kyle Kuzma,Kyle Kuzma
20001859,Inactive,,,,G,SG,Davon,Reed,77,206,6/11/1995 12:00:00 AM,Miami,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/davon-reed-20001859-e9c37447.png,3,,40255,740382,Davon Reed,Davon Reed
20001860,Inactive,,,,G,PG,Frank,Mason III,71,190,4/3/1994 12:00:00 AM,Kansas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/frank-mason-iii-20001860-a0e5368c.png,2,,49114,794504,Frank Mason,Frank Mason III
20001861,Inactive,,,,F,SF,Dwayne,Bacon,78,221,8/30/1995 12:00:00 AM,Florida State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dwayne-bacon-20001861-2dfcc0bf.png,0,,66061,879502,Dwayne Bacon,Dwayne Bacon
20001862,Inactive,,,,G,SG,Tyler,Dorsey,77,183,2/18/1996 12:00:00 AM,Oregon,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tyler-dorsey-20001862-ba139772.png,2,,67556,883564,Tyler Dorsey,Tyler Dorsey
20001863,Inactive,,,,G,SG,Damyean,Dotson,77,210,5/6/1994 12:00:00 AM,Houston,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/damyean-dotson-20001863-bb1e69fe.png,4,,23676,697146,Damyean Dotson,Damyean Dotson
20001864,Inactive,,,,G,SG,Sterling,Brown,77,219,2/10/1995 12:00:00 AM,SMU,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/sterling-brown-20001864-44310f5b.png,5,,40262,740339,Sterling Brown,Sterling Brown
20001867,Inactive,,,,F,PF,Semi,Ojeleye,78,240,12/5/1994 12:00:00 AM,SMU,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/semi-ojeleye-20001867-f85958ac.png,4,,48598,792415,Semi Ojeleye,Semi Ojeleye
20001868,Inactive,,,,C,C,Ike,Anigbogu,82,250,10/22/1998 12:00:00 AM,UCLA,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/ike-anigbogu-20001868-bde5d89c.png,2,,80826,946716,Ike Anigbogu,Ike Anigbogu
20001869,Inactive,,,,G,SG,Sindarius,Thornwell,76,215,11/15/1994 12:00:00 AM,South Carolina,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/sindarius-thornwell-20001869-9ef621de.png,0,,41077,745904,Sindarius Thornwell,Sindarius Thornwell
20001870,Active,20,DEN,31,F,SF,Vlatko,Cancar,80,236,4/10/1997 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/vlatko-cancar-20001870-55ab9de6.png,4,Out,117285,1057007,Vlatko Cancar,Vlatko Cancar
20001871,Active,16,MIN,23,G,PG,Monte,Morris,74,183,6/27/1995 12:00:00 AM,Iowa State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/monte-morris-20001871-44a0d34a.png,6,Questionable,40396,741011,Monte Morris,Monte Morris
20001873,Active,22,HOU,9,F,SF,Dillon,Brooks,78,225,1/22/1996 12:00:00 AM,Oregon,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dillon-brooks-20001873-03a11f03.png,6,,60233,854601,Dillon Brooks,Dillon Brooks
20001874,Active,6,NY,55,C,C,Isaiah,Hartenstein,84,250,5/5/1998 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/isaiah-hartenstein-20001874-17efe5d7.png,5,,80825,1057004,Isaiah Hartenstein,Isaiah Hartenstein
20001875,Inactive,,,,G,PG,Edmond,Sumner,76,196,12/31/1995 12:00:00 AM,Xavier,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/edmond-sumner-20001875-46ca62b8.png,5,,58270,843846,Edmond Sumner,Edmond Sumner
20001878,Active,30,SAC,7,F,PF,Sasha,Vezenkov,80,225,8/6/1995 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/sasha-vezenkov-20001878-f5f088b2.png,0,Out,80829,1350854,Sasha Vezenkov,Sasha Vezenkov
20001880,Inactive,,,,G,PG,Nigel,Williams-Goss,74,190,9/16/1994 12:00:00 AM,Gonzaga,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/nigel-williams-goss-20001880-e551c261.png,1,,111620,795957,Nigel Williams-Goss,Nigel Williams-Goss
20001883,Inactive,,,,F,PF,Cameron,Oliver,80,239,4/11/1996 12:00:00 AM,Nevada,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/cameron-oliver-20001883-d29b61c3.png,1,,67486,892823,Cameron Oliver,Cameron Oliver
20001885,Inactive,,,,G,PG,PJ,Dozier,78,205,10/25/1996 12:00:00 AM,South Carolina,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/pj-dozier-20001885-428b9c1e.png,6,,66196,886448,PJ Dozier,PJ Dozier
20001886,Active,10,TOR,25,F,PF,Chris,Boucher,81,200,1/11/1993 12:00:00 AM,Oregon,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/chris-boucher-20001886-d2119076.png,6,Out,68203,901190,Chris Boucher,Chris Boucher
20001889,Active,9,BOS,40,C,C,Luke,Kornet,85,250,7/15/1995 12:00:00 AM,Vanderbilt,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/luke-kornet-20001889-aea1cb33.png,6,,41083,745923,Luke Kornet,Luke Kornet
20001890,Inactive,,,,G,PG,Kobi,Simmons,77,180,7/4/1997 12:00:00 AM,Arizona,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kobi-simmons-20001890-aa7cacac.png,2,,81623,949127,Kobi Simmons,Kobi Simmons
20001898,Inactive,,,,F,PF,Johnathan,Motley,80,230,5/4/1995 12:00:00 AM,Baylor,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/johnathan-motley-20001898-c4e5d4c1.png,3,,41597,748529,Johnathan Motley,Johnathan Motley
20001901,Active,28,LAC,10,C,C,Daniel,Theis,80,245,4/4/1992 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/daniel-theis-20001901-b4c632d2.png,6,,81529,1066725,Daniel Theis,Daniel Theis
20001904,Inactive,,,,G,PG,Gabe,York,75,190,8/2/1993 12:00:00 AM,Arizona,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/0.png,1,,101328,696050,Gabe York,Gabe York
20001907,Inactive,,,,F,SF,Alfonzo,McKinnie,79,215,9/17/1992 12:00:00 AM,Green Bay,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/alfonzo-mckinnie-20001907-af41068b.png,3,,18435,567423,Alfonzo McKinnie,Alfonzo McKinnie
